District,Crop,Year,Season,Total_Rainfall_mm,Average_Temp_C,Yield_KG_HA
Musanze,Maize,2019,Season B,381.4,17.808152173913044,1481.08
Musanze,Maize,2020,Season A,668.1,18.04532967032967,1774.07
Musanze,Maize,2020,Season B,457.7,17.93586956521739,1578.31
Musanze,Maize,2021,Season A,564.8,18.20386740331492,1624.58
Musanze,Maize,2021,Season B,419.4,17.364945652173912,1631.2
Musanze,Peas,2015,Season A,1208.4,19.393370165745857,928.35
Musanze,Peas,2015,Season B,648.3,19.48940217391305,1283.78
Musanze,Peas,2016,Season A,991.1,19.896703296703297,793.75
Musanze,Peas,2016,Season B,653.2,19.999728260869563,1204.67
Musanze,Peas,2017,Season A,366.2,18.5975138121547,566.35
Musanze,Peas,2017,Season B,313.4,17.882336956521737,1020.73
Musanze,Peas,2018,Season A,485.9,18.114364640883977,643.87
Musanze,Peas,2018,Season B,394.5,17.210869565217394,1210.56
Musanze,Peas,2019,Season A,617.9,17.992265193370166,707.64
Musanze,Peas,2019,Season B,381.4,17.808152173913044,1137.94
Musanze,Peas,2020,Season A,668.1,18.04532967032967,747.03
Musanze,Peas,2020,Season B,457.7,17.93586956521739,1221.04
Musanze,Peas,2021,Season A,564.8,18.20386740331492,664.13
Musanze,Peas,2021,Season B,419.4,17.364945652173912,1229.77
Musanze,Sorghum,2015,Season A,1208.4,19.393370165745857,2114.71
Musanze,Sorghum,2015,Season B,648.3,19.48940217391305,1274.32
Musanze,Sorghum,2016,Season A,991.1,19.896703296703297,1829.66
Musanze,Sorghum,2016,Season B,653.2,19.999728260869563,1220.19
Musanze,Sorghum,2017,Season A,366.2,18.5975138121547,1261.85
Musanze,Sorghum,2017,Season B,313.4,17.882336956521737,1063.4
Musanze,Sorghum,2018,Season A,485.9,18.114364640883977,1495.04
Musanze,Sorghum,2018,Season B,394.5,17.210869565217394,1194.16
Musanze,Sorghum,2019,Season A,617.9,17.992265193370166,1633.76
Musanze,Sorghum,2019,Season B,381.4,17.808152173913044,1139.16
Musanze,Sorghum,2020,Season A,668.1,18.04532967032967,1694.39
Musanze,Sorghum,2020,Season B,457.7,17.93586956521739,1225.21
Musanze,Sorghum,2021,Season A,564.8,18.20386740331492,1535.09
Musanze,Sorghum,2021,Season B,419.4,17.364945652173912,1210.86
Musanze,Soya beans,2015,Season A,1208.4,19.393370165745857,992.15
Musanze,Soya beans,2015,Season B,648.3,19.48940217391305,631.65
Musanze,Soya beans,2016,Season A,991.1,19.896703296703297,841.61
Musanze,Soya beans,2016,Season B,653.2,19.999728260869563,612.98
Musanze,Soya beans,2017,Season A,366.2,18.5975138121547,596.35
Musanze,Soya beans,2017,Season B,313.4,17.882336956521737,530.66
Musanze,Soya beans,2018,Season A,485.9,18.114364640883977,675.35
Musanze,Soya beans,2018,Season B,394.5,17.210869565217394,606.04
Musanze,Soya beans,2019,Season A,617.9,17.992265193370166,758.46
Musanze,Soya beans,2019,Season B,381.4,17.808152173913044,567.07
Musanze,Soya beans,2020,Season A,668.1,18.04532967032967,778.62
Musanze,Soya beans,2020,Season B,457.7,17.93586956521739,615.46
Musanze,Soya beans,2021,Season A,564.8,18.20386740331492,731.92
Musanze,Soya beans,2021,Season B,419.4,17.364945652173912,604.66
Musanze,Sweet potatoes,2015,Season A,1208.4,19.393370165745857,10132.57
Musanze,Sweet potatoes,2015,Season B,648.3,19.48940217391305,10669.75
Musanze,Sweet potatoes,2016,Season A,991.1,19.896703296703297,8617.86
Musanze,Sweet potatoes,2016,Season B,653.2,19.999728260869563,10310.92
Musanze,Sweet potatoes,2017,Season A,366.2,18.5975138121547,6121.0
Musanze,Sweet potatoes,2017,Season B,313.4,17.882336956521737,8625.5
Musanze,Sweet potatoes,2018,Season A,485.9,18.114364640883977,7052.91
Musanze,Sweet potatoes,2018,Season B,394.5,17.210869565217394,10255.86
Musanze,Sweet potatoes,2019,Season A,617.9,17.992265193370166,7776.31
Musanze,Sweet potatoes,2019,Season B,381.4,17.808152173913044,9333.73
Musanze,Sweet potatoes,2020,Season A,668.1,18.04532967032967,7962.65
Musanze,Sweet potatoes,2020,Season B,457.7,17.93586956521739,10050.54
Musanze,Sweet potatoes,2021,Season A,564.8,18.20386740331492,7476.64
Musanze,Sweet potatoes,2021,Season B,419.4,17.364945652173912,10126.47
Musanze,Wheat,2015,Season A,1208.4,19.393370165745857,1616.1
Musanze,Wheat,2015,Season B,648.3,19.48940217391305,1218.08
Musanze,Wheat,2016,Season A,991.1,19.896703296703297,1352.07
Musanze,Wheat,2016,Season B,653.2,19.999728260869563,1163.76
Musanze,Wheat,2017,Season A,366.2,18.5975138121547,984.5
Musanze,Wheat,2017,Season B,313.4,17.882336956521737,996.97
Musanze,Wheat,2018,Season A,485.9,18.114364640883977,1112.14
Musanze,Wheat,2018,Season B,394.5,17.210869565217394,1156.15
Musanze,Wheat,2019,Season A,617.9,17.992265193370166,1250.25
Musanze,Wheat,2019,Season B,381.4,17.808152173913044,1066.6
Musanze,Wheat,2020,Season A,668.1,18.04532967032967,1279.3
Musanze,Wheat,2020,Season B,457.7,17.93586956521739,1163.09
Musanze,Wheat,2021,Season A,564.8,18.20386740331492,1188.63
Musanze,Wheat,2021,Season B,419.4,17.364945652173912,1180.0
Musanze,Yams & Taro,2015,Season A,1208.4,19.393370165745857,3986.97
Musanze,Yams & Taro,2015,Season B,648.3,19.48940217391305,10436.41
Musanze,Yams & Taro,2016,Season A,991.1,19.896703296703297,3433.17
Musanze,Yams & Taro,2016,Season B,653.2,19.999728260869563,10110.83
Musanze,Yams & Taro,2017,Season A,366.2,18.5975138121547,2449.48
Musanze,Yams & Taro,2017,Season B,313.4,17.882336956521737,8739.45
Musanze,Yams & Taro,2018,Season A,485.9,18.114364640883977,2781.5
Musanze,Yams & Taro,2018,Season B,394.5,17.210869565217394,10154.63
Musanze,Yams & Taro,2019,Season A,617.9,17.992265193370166,3031.41
Musanze,Yams & Taro,2019,Season B,381.4,17.808152173913044,9474.99
Musanze,Yams & Taro,2020,Season A,668.1,18.04532967032967,3141.33
Musanze,Yams & Taro,2020,Season B,457.7,17.93586956521739,9942.13
Musanze,Yams & Taro,2021,Season A,564.8,18.20386740331492,2903.88
Musanze,Yams & Taro,2021,Season B,419.4,17.364945652173912,10255.05
Ngoma,Banana for beer,2015,Season A,640.9,21.68895027624309,12102.3
Ngoma,Banana for beer,2015,Season B,364.5,21.94728260869565,9977.64
Ngoma,Banana for beer,2016,Season A,515.9,22.073076923076925,10635.01
Ngoma,Banana for beer,2016,Season B,270.5,22.266576086956523,8588.81
Ngoma,Banana for beer,2017,Season A,397.4,21.991988950276244,9818.88
Ngoma,Banana for beer,2017,Season B,310.6,21.797826086956523,9323.58
Ngoma,Banana for beer,2018,Season A,442.4,21.461878453038672,10453.32
Ngoma,Banana for beer,2018,Season B,510.7,20.699728260869566,12598.36
Ngoma,Banana for beer,2019,Season A,671.1,21.412983425414364,12708.91
Ngoma,Banana for beer,2019,Season B,363.5,21.496739130434783,10354.49
Ngoma,Banana for beer,2020,Season A,633.8,21.49862637362637,12041.93
Ngoma,Banana for beer,2020,Season B,411.2,21.538315217391304,10783.95
Ngoma,Banana for beer,2021,Season A,487.3,21.65193370165746,10894.32
Ngoma,Banana for beer,2021,Season B,394.5,20.96603260869565,11174.24
Ngoma,Bananas,2015,Season A,640.9,21.68895027624309,14149.81
Ngoma,Bananas,2015,Season B,364.5,21.94728260869565,13471.31
Ngoma,Bananas,2016,Season A,515.9,22.073076923076925,12679.22
Ngoma,Bananas,2016,Season B,270.5,22.266576086956523,11657.01
Ngoma,Bananas,2017,Season A,397.4,21.991988950276244,11592.87
Ngoma,Bananas,2017,Season B,310.6,21.797826086956523,12735.71
Ngoma,Bananas,2018,Season A,442.4,21.461878453038672,12232.34
Ngoma,Bananas,2018,Season B,510.7,20.699728260869566,16566.01
Ngoma,Bananas,2019,Season A,671.1,21.412983425414364,14803.8
Ngoma,Bananas,2019,Season B,363.5,21.496739130434783,13682.04
Ngoma,Bananas,2020,Season A,633.8,21.49862637362637,14241.69
Ngoma,Bananas,2020,Season B,411.2,21.538315217391304,14494.31
Ngoma,Bananas,2021,Season A,487.3,21.65193370165746,12839.76
Ngoma,Bananas,2021,Season B,394.5,20.96603260869565,14585.24
Ngoma,Beans,2015,Season B,364.5,21.94728260869565,756.32
Ngoma,Beans,2016,Season B,270.5,22.266576086956523,646.6
Ngoma,Beans,2017,Season B,310.6,21.797826086956523,714.96
Ngoma,Beans,2018,Season B,510.7,20.699728260869566,951.52
Ngoma,Beans,2019,Season B,363.5,21.496739130434783,779.26
Ngoma,Beans,2020,Season B,411.2,21.538315217391304,793.92
Ngoma,Beans,2021,Season B,394.5,20.96603260869565,837.43
Ngoma,Bush bean,2015,Season A,640.9,21.68895027624309,655.27
Ngoma,Bush bean,2015,Season B,364.5,21.94728260869565,716.43
Ngoma,Bush bean,2016,Season A,515.9,22.073076923076925,591.73
Ngoma,Bush bean,2016,Season B,270.5,22.266576086956523,628.64
Ngoma,Bush bean,2017,Season A,397.4,21.991988950276244,535.47
Ngoma,Bush bean,2017,Season B,310.6,21.797826086956523,692.51
Ngoma,Bush bean,2018,Season A,442.4,21.461878453038672,589.2
Ngoma,Bush bean,2018,Season B,510.7,20.699728260869566,912.58
Ngoma,Bush bean,2019,Season A,671.1,21.412983425414364,685.07
Ngoma,Bush bean,2019,Season B,363.5,21.496739130434783,748.31
Ngoma,Bush bean,2020,Season A,633.8,21.49862637362637,671.26
Ngoma,Bush bean,2020,Season B,411.2,21.538315217391304,770.88
Ngoma,Bush bean,2021,Season A,487.3,21.65193370165746,602.78
Ngoma,Bush bean,2021,Season B,394.5,20.96603260869565,816.24
Ngoma,Cassava,2015,Season A,640.9,21.68895027624309,13574.2
Ngoma,Cassava,2015,Season B,364.5,21.94728260869565,15487.41
Ngoma,Cassava,2016,Season A,515.9,22.073076923076925,11768.69
Ngoma,Cassava,2016,Season B,270.5,22.266576086956523,13298.6
Ngoma,Cassava,2017,Season A,397.4,21.991988950276244,10540.8
Ngoma,Cassava,2017,Season B,310.6,21.797826086956523,14525.13
Ngoma,Cassava,2018,Season A,442.4,21.461878453038672,11736.95
Ngoma,Cassava,2018,Season B,510.7,20.699728260869566,19414.27
Ngoma,Cassava,2019,Season A,671.1,21.412983425414364,13761.58
Ngoma,Cassava,2019,Season B,363.5,21.496739130434783,16115.02
Ngoma,Cassava,2020,Season A,633.8,21.49862637362637,13533.95
Ngoma,Cassava,2020,Season B,411.2,21.538315217391304,16788.75
Ngoma,Cassava,2021,Season A,487.3,21.65193370165746,11833.02
Ngoma,Cassava,2021,Season B,394.5,20.96603260869565,16991.34
Ngoma,Climbing bean,2015,Season A,640.9,21.68895027624309,940.8
Ngoma,Climbing bean,2015,Season B,364.5,21.94728260869565,900.91
Ngoma,Climbing bean,2016,Season A,515.9,22.073076923076925,823.73
Ngoma,Climbing bean,2016,Season B,270.5,22.266576086956523,796.21
Ngoma,Climbing bean,2017,Season A,397.4,21.991988950276244,775.66
Ngoma,Climbing bean,2017,Season B,310.6,21.797826086956523,857.39
Ngoma,Climbing bean,2018,Season A,442.4,21.461878453038672,821.19
Ngoma,Climbing bean,2018,Season B,510.7,20.699728260869566,1159.4
Ngoma,Climbing bean,2019,Season A,671.1,21.412983425414364,976.1
Ngoma,Climbing bean,2019,Season B,363.5,21.496739130434783,925.9
Ngoma,Climbing bean,2020,Season A,633.8,21.49862637362637,962.68
Ngoma,Climbing bean,2020,Season B,411.2,21.538315217391304,983.25
Ngoma,Climbing bean,2021,Season A,487.3,21.65193370165746,848.68
Ngoma,Climbing bean,2021,Season B,394.5,20.96603260869565,1015.8
Ngoma,Cooking Banana,2015,Season A,640.9,21.68895027624309,17062.92
Ngoma,Cooking Banana,2015,Season B,364.5,21.94728260869565,15426.38
Ngoma,Cooking Banana,2016,Season A,515.9,22.073076923076925,15129.82
Ngoma,Cooking Banana,2016,Season B,270.5,22.266576086956523,13743.5
Ngoma,Cooking Banana,2017,Season A,397.4,21.991988950276244,13760.37
Ngoma,Cooking Banana,2017,Season B,310.6,21.797826086956523,14819.42
Ngoma,Cooking Banana,2018,Season A,442.4,21.461878453038672,14865.31
Ngoma,Cooking Banana,2018,Season B,510.7,20.699728260869566,19767.29
Ngoma,Cooking Banana,2019,Season A,671.1,21.412983425414364,17588.88
Ngoma,Cooking Banana,2019,Season B,363.5,21.496739130434783,16235.72
Ngoma,Cooking Banana,2020,Season A,633.8,21.49862637362637,16995.19
Ngoma,Cooking Banana,2020,Season B,411.2,21.538315217391304,17007.17
Ngoma,Cooking Banana,2021,Season A,487.3,21.65193370165746,15202.42
Ngoma,Cooking Banana,2021,Season B,394.5,20.96603260869565,17448.79
Ngoma,Dessert banana,2015,Season A,640.9,21.68895027624309,7992.65
Ngoma,Dessert banana,2015,Season B,364.5,21.94728260869565,7306.59
Ngoma,Dessert banana,2016,Season A,515.9,22.073076923076925,7139.98
Ngoma,Dessert banana,2016,Season B,270.5,22.266576086956523,6484.42
Ngoma,Dessert banana,2017,Season A,397.4,21.991988950276244,6431.3
Ngoma,Dessert banana,2017,Season B,310.6,21.797826086956523,6899.15
Ngoma,Dessert banana,2018,Season A,442.4,21.461878453038672,6923.13
Ngoma,Dessert banana,2018,Season B,510.7,20.699728260869566,9351.74
Ngoma,Dessert banana,2019,Season A,671.1,21.412983425414364,8374.92
Ngoma,Dessert banana,2019,Season B,363.5,21.496739130434783,7498.16
Ngoma,Dessert banana,2020,Season A,633.8,21.49862637362637,7984.54
Ngoma,Dessert banana,2020,Season B,411.2,21.538315217391304,7872.04
Ngoma,Dessert banana,2021,Season A,487.3,21.65193370165746,7076.68
Ngoma,Dessert banana,2021,Season B,394.5,20.96603260869565,8112.07
Ngoma,Ground nuts,2015,Season A,640.9,21.68895027624309,478.91
Ngoma,Ground nuts,2015,Season B,364.5,21.94728260869565,506.02
Ngoma,Ground nuts,2016,Season A,515.9,22.073076923076925,415.96
Ngoma,Ground nuts,2016,Season B,270.5,22.266576086956523,440.9
Ngoma,Ground nuts,2017,Season A,397.4,21.991988950276244,385.52
Ngoma,Ground nuts,2017,Season B,310.6,21.797826086956523,481.89
Ngoma,Ground nuts,2018,Season A,442.4,21.461878453038672,406.12
Ngoma,Ground nuts,2018,Season B,510.7,20.699728260869566,630.62
Ngoma,Ground nuts,2019,Season A,671.1,21.412983425414364,492.57
Ngoma,Ground nuts,2019,Season B,363.5,21.496739130434783,512.57
Ngoma,Ground nuts,2020,Season A,633.8,21.49862637362637,466.65
Ngoma,Ground nuts,2020,Season B,411.2,21.538315217391304,548.71
Ngoma,Ground nuts,2021,Season A,487.3,21.65193370165746,425.66
Ngoma,Ground nuts,2021,Season B,394.5,20.96603260869565,552.28
Ngoma,Irish potatoes,2015,Season A,640.9,21.68895027624309,5809.48
Ngoma,Irish potatoes,2015,Season B,364.5,21.94728260869565,4144.36
Ngoma,Irish potatoes,2016,Season A,515.9,22.073076923076925,5290.88
Ngoma,Irish potatoes,2016,Season B,270.5,22.266576086956523,3641.29
Ngoma,Irish potatoes,2017,Season A,397.4,21.991988950276244,4828.99
Ngoma,Irish potatoes,2017,Season B,310.6,21.797826086956523,3922.72
Ngoma,Irish potatoes,2018,Season A,442.4,21.461878453038672,5085.41
Ngoma,Irish potatoes,2018,Season B,510.7,20.699728260869566,5317.99
Ngoma,Irish potatoes,2019,Season A,671.1,21.412983425414364,6241.21
Ngoma,Irish potatoes,2019,Season B,363.5,21.496739130434783,4351.83
Ngoma,Irish potatoes,2020,Season A,633.8,21.49862637362637,5955.25
Ngoma,Irish potatoes,2020,Season B,411.2,21.538315217391304,4638.38
Ngoma,Irish potatoes,2021,Season A,487.3,21.65193370165746,5329.65
Ngoma,Irish potatoes,2021,Season B,394.5,20.96603260869565,4651.42
Ngoma,Maize,2015,Season A,640.9,21.68895027624309,1931.56
Ngoma,Maize,2015,Season B,364.5,21.94728260869565,719.8
Ngoma,Maize,2016,Season A,515.9,22.073076923076925,1682.49
Ngoma,Maize,2016,Season B,270.5,22.266576086956523,639.54
Ngoma,Maize,2017,Season A,397.4,21.991988950276244,1550.78
Ngoma,Maize,2017,Season B,310.6,21.797826086956523,683.14
Ngoma,Maize,2018,Season A,442.4,21.461878453038672,1651.56
Ngoma,Maize,2018,Season B,510.7,20.699728260869566,907.9
Ngoma,Maize,2019,Season A,671.1,21.412983425414364,1980.7
Ngoma,Maize,2019,Season B,363.5,21.496739130434783,743.79
Ngoma,Maize,2020,Season A,633.8,21.49862637362637,1971.74
Ngoma,Maize,2020,Season B,411.2,21.538315217391304,780.45
Ngoma,Maize,2021,Season A,487.3,21.65193370165746,1694.03
Ngoma,Maize,2021,Season B,394.5,20.96603260869565,801.73
Ngoma,Paddy rice,2015,Season A,640.9,21.68895027624309,4099.52
Ngoma,Paddy rice,2015,Season B,364.5,21.94728260869565,2928.24
Ngoma,Paddy rice,2016,Season A,515.9,22.073076923076925,3601.05
Ngoma,Paddy rice,2016,Season B,270.5,22.266576086956523,2435.7
Ngoma,Paddy rice,2017,Season A,397.4,21.991988950276244,3303.13
Ngoma,Paddy rice,2017,Season B,310.6,21.797826086956523,2740.39
Ngoma,Paddy rice,2018,Season A,442.4,21.461878453038672,3522.53
Ngoma,Paddy rice,2018,Season B,510.7,20.699728260869566,3678.44
Ngoma,Paddy rice,2019,Season A,671.1,21.412983425414364,4239.41
Ngoma,Paddy rice,2019,Season B,363.5,21.496739130434783,2922.75
Ngoma,Paddy rice,2020,Season A,633.8,21.49862637362637,4157.21
Ngoma,Paddy rice,2020,Season B,411.2,21.538315217391304,3104.22
Ngoma,Paddy rice,2021,Season A,487.3,21.65193370165746,3632.26
Ngoma,Paddy rice,2021,Season B,394.5,20.96603260869565,3144.31
Ngoma,Peas,2015,Season A,640.9,21.68895027624309,933.7
Ngoma,Peas,2015,Season B,364.5,21.94728260869565,499.68
Ngoma,Peas,2016,Season A,515.9,22.073076923076925,800.85
Ngoma,Peas,2016,Season B,270.5,22.266576086956523,432.98
Ngoma,Peas,2017,Season A,397.4,21.991988950276244,726.2
Ngoma,Peas,2017,Season B,310.6,21.797826086956523,480.04
Ngoma,Peas,2018,Season A,442.4,21.461878453038672,795.35
Ngoma,Peas,2018,Season B,510.7,20.699728260869566,644.71
Ngoma,Peas,2019,Season A,671.1,21.412983425414364,945.11
Ngoma,Peas,2019,Season B,363.5,21.496739130434783,511.28
Ngoma,Peas,2020,Season A,633.8,21.49862637362637,927.88
Ngoma,Peas,2020,Season B,411.2,21.538315217391304,555.39
Ngoma,Peas,2021,Season A,487.3,21.65193370165746,830.77
Ngoma,Peas,2021,Season B,394.5,20.96603260869565,559.66
Ngoma,Sorghum,2015,Season A,640.9,21.68895027624309,1203.16
Ngoma,Sorghum,2015,Season B,364.5,21.94728260869565,900.2
Ngoma,Sorghum,2016,Season A,515.9,22.073076923076925,1078.05
Ngoma,Sorghum,2016,Season B,270.5,22.266576086956523,776.37
Ngoma,Sorghum,2017,Season A,397.4,21.991988950276244,954.01
Ngoma,Sorghum,2017,Season B,310.6,21.797826086956523,846.46
Ngoma,Sorghum,2018,Season A,442.4,21.461878453038672,1046.88
Ngoma,Sorghum,2018,Season B,510.7,20.699728260869566,1133.73
Ngoma,Sorghum,2019,Season A,671.1,21.412983425414364,1235.07
Ngoma,Sorghum,2019,Season B,363.5,21.496739130434783,904.31
Ngoma,Sorghum,2020,Season A,633.8,21.49862637362637,1225.25
Ngoma,Sorghum,2020,Season B,411.2,21.538315217391304,962.9
Ngoma,Sorghum,2021,Season A,487.3,21.65193370165746,1059.32
Ngoma,Sorghum,2021,Season B,394.5,20.96603260869565,1003.36
Ngoma,Soya beans,2015,Season A,640.9,21.68895027624309,476.6
Ngoma,Soya beans,2015,Season B,364.5,21.94728260869565,443.02
Ngoma,Soya beans,2016,Season A,515.9,22.073076923076925,421.92
Ngoma,Soya beans,2016,Season B,270.5,22.266576086956523,393.29
Ngoma,Soya beans,2017,Season A,397.4,21.991988950276244,396.69
Ngoma,Soya beans,2017,Season B,310.6,21.797826086956523,432.9
Ngoma,Soya beans,2018,Season A,442.4,21.461878453038672,427.99
Ngoma,Soya beans,2018,Season B,510.7,20.699728260869566,558.6
Ngoma,Soya beans,2019,Season A,671.1,21.412983425414364,498.3
Ngoma,Soya beans,2019,Season B,363.5,21.496739130434783,451.76
Ngoma,Soya beans,2020,Season A,633.8,21.49862637362637,483.32
Ngoma,Soya beans,2020,Season B,411.2,21.538315217391304,487.52
Ngoma,Soya beans,2021,Season A,487.3,21.65193370165746,423.32
Ngoma,Soya beans,2021,Season B,394.5,20.96603260869565,504.39
Ngoma,Sweet potatoes,2015,Season A,640.9,21.68895027624309,6789.01
Ngoma,Sweet potatoes,2015,Season B,364.5,21.94728260869565,5654.22
Ngoma,Sweet potatoes,2016,Season A,515.9,22.073076923076925,6000.38
Ngoma,Sweet potatoes,2016,Season B,270.5,22.266576086956523,4772.79
Ngoma,Sweet potatoes,2017,Season A,397.4,21.991988950276244,5628.73
Ngoma,Sweet potatoes,2017,Season B,310.6,21.797826086956523,5339.13
Ngoma,Sweet potatoes,2018,Season A,442.4,21.461878453038672,5881.56
Ngoma,Sweet potatoes,2018,Season B,510.7,20.699728260869566,7140.29
Ngoma,Sweet potatoes,2019,Season A,671.1,21.412983425414364,7271.75
Ngoma,Sweet potatoes,2019,Season B,363.5,21.496739130434783,5835.6
Ngoma,Sweet potatoes,2020,Season A,633.8,21.49862637362637,6935.88
Ngoma,Sweet potatoes,2020,Season B,411.2,21.538315217391304,6007.4
Ngoma,Sweet potatoes,2021,Season A,487.3,21.65193370165746,6213.07
Ngoma,Sweet potatoes,2021,Season B,394.5,20.96603260869565,6307.63
Ngoma,Yams & Taro,2015,Season A,640.9,21.68895027624309,5157.15
Ngoma,Yams & Taro,2015,Season B,364.5,21.94728260869565,3186.96
Ngoma,Yams & Taro,2016,Season A,515.9,22.073076923076925,4580.15
Ngoma,Yams & Taro,2016,Season B,270.5,22.266576086956523,2799.85
Ngoma,Yams & Taro,2017,Season A,397.4,21.991988950276244,4019.27
Ngoma,Yams & Taro,2017,Season B,310.6,21.797826086956523,2987.68
Ngoma,Yams & Taro,2018,Season A,442.4,21.461878453038672,4398.27
Ngoma,Yams & Taro,2018,Season B,510.7,20.699728260869566,3979.65
Ngoma,Yams & Taro,2019,Season A,671.1,21.412983425414364,5312.42
Ngoma,Yams & Taro,2019,Season B,363.5,21.496739130434783,3355.62
Ngoma,Yams & Taro,2020,Season A,633.8,21.49862637362637,5106.1
Ngoma,Yams & Taro,2020,Season B,411.2,21.538315217391304,3453.78
Ngoma,Yams & Taro,2021,Season A,487.3,21.65193370165746,4460.75
Ngoma,Yams & Taro,2021,Season B,394.5,20.96603260869565,3604.64
Ngororero,Banana for beer,2015,Season A,2091.6,15.806906077348067,13381.75
Ngororero,Banana for beer,2015,Season B,1102.2,15.985597826086956,12519.61
Ngororero,Banana for beer,2016,Season A,1617.4,16.204945054945057,11047.28
Ngororero,Banana for beer,2016,Season B,1001.6,16.43125,11545.25
Ngororero,Banana for beer,2017,Season A,494.0,16.111878453038674,6375.11
Ngororero,Banana for beer,2017,Season B,333.0,15.81413043478261,7386.63
Ngororero,Banana for beer,2018,Season A,636.0,15.622099447513811,7568.54
Ngororero,Banana for beer,2018,Season B,721.5,15.163858695652175,10562.73
Ngororero,Banana for beer,2019,Season A,789.4,15.74060773480663,8060.94
Ngororero,Banana for beer,2019,Season B,605.6,15.760054347826086,9290.69
Ngororero,Banana for beer,2020,Season A,983.3,15.75,8847.14
Ngororero,Banana for beer,2020,Season B,618.9,15.84375,9342.34
Ngororero,Banana for beer,2021,Season A,756.2,15.691988950276244,7980.9
Ngororero,Banana for beer,2021,Season B,558.4,15.423641304347823,9461.57
Ngororero,Bananas,2015,Season A,2091.6,15.806906077348067,13377.98
Ngororero,Bananas,2015,Season B,1102.2,15.985597826086956,13129.27
Ngororero,Bananas,2016,Season A,1617.4,16.204945054945057,11095.46
Ngororero,Bananas,2016,Season B,1001.6,16.43125,12209.51
Ngororero,Bananas,2017,Season A,494.0,16.111878453038674,6456.67
Ngororero,Bananas,2017,Season B,333.0,15.81413043478261,7922.81
Ngororero,Bananas,2018,Season A,636.0,15.622099447513811,7387.74
Ngororero,Bananas,2018,Season B,721.5,15.163858695652175,11214.67
Ngororero,Bananas,2019,Season A,789.4,15.74060773480663,7774.56
Ngororero,Bananas,2019,Season B,605.6,15.760054347826086,10085.36
Ngororero,Bananas,2020,Season A,983.3,15.75,8580.55
Ngororero,Bananas,2020,Season B,618.9,15.84375,10008.08
Ngororero,Bananas,2021,Season A,756.2,15.691988950276244,7838.46
Ngororero,Bananas,2021,Season B,558.4,15.423641304347823,10058.05
Ngororero,Beans,2015,Season B,1102.2,15.985597826086956,910.52
Ngororero,Beans,2016,Season B,1001.6,16.43125,835.15
Ngororero,Beans,2017,Season B,333.0,15.81413043478261,543.69
Ngororero,Beans,2018,Season B,721.5,15.163858695652175,769.83
Ngororero,Beans,2019,Season B,605.6,15.760054347826086,672.91
Ngororero,Beans,2020,Season B,618.9,15.84375,696.03
Ngororero,Beans,2021,Season B,558.4,15.423641304347823,689.81
Ngororero,Bush bean,2015,Season A,2091.6,15.806906077348067,739.49
Ngororero,Bush bean,2015,Season B,1102.2,15.985597826086956,748.13
Ngororero,Bush bean,2016,Season A,1617.4,16.204945054945057,606.7
Ngororero,Bush bean,2016,Season B,1001.6,16.43125,696.44
Ngororero,Bush bean,2017,Season A,494.0,16.111878453038674,356.24
Ngororero,Bush bean,2017,Season B,333.0,15.81413043478261,458.85
Ngororero,Bush bean,2018,Season A,636.0,15.622099447513811,404.53
Ngororero,Bush bean,2018,Season B,721.5,15.163858695652175,646.55
Ngororero,Bush bean,2019,Season A,789.4,15.74060773480663,437.04
Ngororero,Bush bean,2019,Season B,605.6,15.760054347826086,568.26
Ngororero,Bush bean,2020,Season A,983.3,15.75,473.44
Ngororero,Bush bean,2020,Season B,618.9,15.84375,575.09
Ngororero,Bush bean,2021,Season A,756.2,15.691988950276244,432.41
Ngororero,Bush bean,2021,Season B,558.4,15.423641304347823,574.41
Ngororero,Cassava,2015,Season B,1102.2,15.985597826086956,16083.11
Ngororero,Cassava,2016,Season B,1001.6,16.43125,14895.01
Ngororero,Cassava,2017,Season B,333.0,15.81413043478261,9721.59
Ngororero,Cassava,2018,Season B,721.5,15.163858695652175,13784.78
Ngororero,Cassava,2019,Season B,605.6,15.760054347826086,12203.93
Ngororero,Cassava,2020,Season B,618.9,15.84375,12297.22
Ngororero,Cassava,2021,Season B,558.4,15.423641304347823,12125.57
Ngororero,Climbing bean,2015,Season A,2091.6,15.806906077348067,1276.17
Ngororero,Climbing bean,2015,Season B,1102.2,15.985597826086956,933.91
Ngororero,Climbing bean,2016,Season A,1617.4,16.204945054945057,1042.99
Ngororero,Climbing bean,2016,Season B,1001.6,16.43125,868.56
Ngororero,Climbing bean,2017,Season A,494.0,16.111878453038674,601.16
Ngororero,Climbing bean,2017,Season B,333.0,15.81413043478261,556.68
Ngororero,Climbing bean,2018,Season A,636.0,15.622099447513811,714.13
Ngororero,Climbing bean,2018,Season B,721.5,15.163858695652175,821.43
Ngororero,Climbing bean,2019,Season A,789.4,15.74060773480663,747.26
Ngororero,Climbing bean,2019,Season B,605.6,15.760054347826086,719.09
Ngororero,Climbing bean,2020,Season A,983.3,15.75,846.05
Ngororero,Climbing bean,2020,Season B,618.9,15.84375,716.98
Ngororero,Climbing bean,2021,Season A,756.2,15.691988950276244,733.64
Ngororero,Climbing bean,2021,Season B,558.4,15.423641304347823,700.13
Ngororero,Cooking Banana,2015,Season A,2091.6,15.806906077348067,13640.75
