District,Crop,Year,Season,Total_Rainfall_mm,Average_Temp_C,Mean_NDVI,Yield_KG_HA
Muhanga,Peas,2019,Season B,449.4,18.00679347826087,0.5712,505.01
Muhanga,Peas,2020,Season A,830.9,18.22087912087912,0.5755,944.57
Muhanga,Peas,2020,Season B,614.2,18.33858695652174,0.5137,512.26
Muhanga,Peas,2021,Season A,761.1,18.16160220994475,0.5796,911.43
Muhanga,Peas,2021,Season B,469.5,17.726902173913043,0.5388,504.8
Muhanga,Sorghum,2015,Season A,662.8,17.757458563535913,0.6103,752.62
Muhanga,Sorghum,2015,Season B,358.2,17.841032608695652,0.5712,726.63
Muhanga,Sorghum,2016,Season A,610.3,17.99697802197802,0.5995,720.52
Muhanga,Sorghum,2016,Season B,370.0,18.24809782608696,0.5526,706.47
Muhanga,Sorghum,2017,Season A,452.7,18.48314917127072,0.5589,632.36
Muhanga,Sorghum,2017,Season B,299.4,18.150815217391305,0.5152,662.69
Muhanga,Sorghum,2018,Season A,585.6,17.93563535911602,0.5583,698.33
Muhanga,Sorghum,2018,Season B,629.4,17.35326086956522,0.563,828.69
Muhanga,Sorghum,2019,Season A,868.6,18.09696132596685,0.5651,741.49
Muhanga,Sorghum,2019,Season B,449.4,18.00679347826087,0.5712,767.22
Muhanga,Sorghum,2020,Season A,830.9,18.22087912087912,0.5755,744.45
Muhanga,Sorghum,2020,Season B,614.2,18.33858695652174,0.5137,738.43
Muhanga,Sorghum,2021,Season A,761.1,18.16160220994475,0.5796,712.39
Muhanga,Sorghum,2021,Season B,469.5,17.726902173913043,0.5388,745.74
Muhanga,Soya beans,2015,Season A,662.8,17.757458563535913,0.6103,570.01
Muhanga,Soya beans,2015,Season B,358.2,17.841032608695652,0.5712,371.41
Muhanga,Soya beans,2016,Season A,610.3,17.99697802197802,0.5995,552.91
Muhanga,Soya beans,2016,Season B,370.0,18.24809782608696,0.5526,361.99
Muhanga,Soya beans,2017,Season A,452.7,18.48314917127072,0.5589,472.05
Muhanga,Soya beans,2017,Season B,299.4,18.150815217391305,0.5152,338.94
Muhanga,Soya beans,2018,Season A,585.6,17.93563535911602,0.5583,517.63
Muhanga,Soya beans,2018,Season B,629.4,17.35326086956522,0.563,432.17
Muhanga,Soya beans,2019,Season A,868.6,18.09696132596685,0.5651,552.72
Muhanga,Soya beans,2019,Season B,449.4,18.00679347826087,0.5712,386.03
Muhanga,Soya beans,2020,Season A,830.9,18.22087912087912,0.5755,564.86
Muhanga,Soya beans,2020,Season B,614.2,18.33858695652174,0.5137,388.8
Muhanga,Soya beans,2021,Season A,761.1,18.16160220994475,0.5796,550.82
Muhanga,Soya beans,2021,Season B,469.5,17.726902173913043,0.5388,391.96
Muhanga,Sweet potatoes,2015,Season A,662.8,17.757458563535913,0.6103,6572.59
Muhanga,Sweet potatoes,2015,Season B,358.2,17.841032608695652,0.5712,6633.24
Muhanga,Sweet potatoes,2016,Season A,610.3,17.99697802197802,0.5995,6389.24
Muhanga,Sweet potatoes,2016,Season B,370.0,18.24809782608696,0.5526,6295.62
Muhanga,Sweet potatoes,2017,Season A,452.7,18.48314917127072,0.5589,5514.2
Muhanga,Sweet potatoes,2017,Season B,299.4,18.150815217391305,0.5152,6099.81
Muhanga,Sweet potatoes,2018,Season A,585.6,17.93563535911602,0.5583,6067.71
Muhanga,Sweet potatoes,2018,Season B,629.4,17.35326086956522,0.563,7717.74
Muhanga,Sweet potatoes,2019,Season A,868.6,18.09696132596685,0.5651,6479.92
Muhanga,Sweet potatoes,2019,Season B,449.4,18.00679347826087,0.5712,6764.82
Muhanga,Sweet potatoes,2020,Season A,830.9,18.22087912087912,0.5755,6349.79
Muhanga,Sweet potatoes,2020,Season B,614.2,18.33858695652174,0.5137,6822.07
Muhanga,Sweet potatoes,2021,Season A,761.1,18.16160220994475,0.5796,6475.25
Muhanga,Sweet potatoes,2021,Season B,469.5,17.726902173913043,0.5388,6750.31
Muhanga,Wheat,2015,Season A,662.8,17.757458563535913,0.6103,3785.39
Muhanga,Wheat,2015,Season B,358.2,17.841032608695652,0.5712,1100.42
Muhanga,Wheat,2016,Season A,610.3,17.99697802197802,0.5995,3528.0
Muhanga,Wheat,2016,Season B,370.0,18.24809782608696,0.5526,1058.56
Muhanga,Wheat,2017,Season A,452.7,18.48314917127072,0.5589,3178.19
Muhanga,Wheat,2017,Season B,299.4,18.150815217391305,0.5152,989.95
Muhanga,Wheat,2018,Season A,585.6,17.93563535911602,0.5583,3451.31
Muhanga,Wheat,2018,Season B,629.4,17.35326086956522,0.563,1259.79
Muhanga,Wheat,2019,Season A,868.6,18.09696132596685,0.5651,3662.61
Muhanga,Wheat,2019,Season B,449.4,18.00679347826087,0.5712,1147.33
Muhanga,Wheat,2020,Season A,830.9,18.22087912087912,0.5755,3607.72
Muhanga,Wheat,2020,Season B,614.2,18.33858695652174,0.5137,1140.85
Muhanga,Wheat,2021,Season A,761.1,18.16160220994475,0.5796,3674.18
Muhanga,Wheat,2021,Season B,469.5,17.726902173913043,0.5388,1138.44
Muhanga,Yams & Taro,2015,Season A,662.8,17.757458563535913,0.6103,6998.79
Muhanga,Yams & Taro,2015,Season B,358.2,17.841032608695652,0.5712,7044.71
Muhanga,Yams & Taro,2016,Season A,610.3,17.99697802197802,0.5995,6785.87
Muhanga,Yams & Taro,2016,Season B,370.0,18.24809782608696,0.5526,6846.93
Muhanga,Yams & Taro,2017,Season A,452.7,18.48314917127072,0.5589,5957.42
Muhanga,Yams & Taro,2017,Season B,299.4,18.150815217391305,0.5152,6225.0
Muhanga,Yams & Taro,2018,Season A,585.6,17.93563535911602,0.5583,6347.65
Muhanga,Yams & Taro,2018,Season B,629.4,17.35326086956522,0.563,7956.2
Muhanga,Yams & Taro,2019,Season A,868.6,18.09696132596685,0.5651,6719.31
Muhanga,Yams & Taro,2019,Season B,449.4,18.00679347826087,0.5712,7282.22
Muhanga,Yams & Taro,2020,Season A,830.9,18.22087912087912,0.5755,6874.19
Muhanga,Yams & Taro,2020,Season B,614.2,18.33858695652174,0.5137,7084.5
Muhanga,Yams & Taro,2021,Season A,761.1,18.16160220994475,0.5796,6770.88
Muhanga,Yams & Taro,2021,Season B,469.5,17.726902173913043,0.5388,7233.4
Musanze,Banana for beer,2015,Season A,1208.4,19.393370165745857,0.603,13786.98
Musanze,Banana for beer,2015,Season B,648.3,19.48940217391305,0.5375,9351.54
Musanze,Banana for beer,2016,Season A,991.1,19.896703296703297,0.5947,12776.12
Musanze,Banana for beer,2016,Season B,653.2,19.999728260869563,0.5356,9085.73
Musanze,Banana for beer,2017,Season A,366.2,18.5975138121547,0.5732,10620.99
Musanze,Banana for beer,2017,Season B,313.4,17.882336956521737,0.4794,8009.7
Musanze,Banana for beer,2018,Season A,485.9,18.114364640883977,0.5666,11295.87
Musanze,Banana for beer,2018,Season B,394.5,17.210869565217394,0.5221,9282.88
Musanze,Banana for beer,2019,Season A,617.9,17.992265193370166,0.5763,12029.63
Musanze,Banana for beer,2019,Season B,381.4,17.808152173913044,0.5278,8847.74
Musanze,Banana for beer,2020,Season A,668.1,18.04532967032967,0.5455,11954.3
Musanze,Banana for beer,2020,Season B,457.7,17.93586956521739,0.5309,9149.21
Musanze,Banana for beer,2021,Season A,564.8,18.20386740331492,0.552,11459.02
Musanze,Banana for beer,2021,Season B,419.4,17.364945652173912,0.5072,9108.5
Musanze,Bananas,2015,Season A,1208.4,19.393370165745857,0.603,14639.85
Musanze,Bananas,2015,Season B,648.3,19.48940217391305,0.5375,9766.9
Musanze,Bananas,2016,Season A,991.1,19.896703296703297,0.5947,13082.95
Musanze,Bananas,2016,Season B,653.2,19.999728260869563,0.5356,9642.19
Musanze,Bananas,2017,Season A,366.2,18.5975138121547,0.5732,11168.94
Musanze,Bananas,2017,Season B,313.4,17.882336956521737,0.4794,8292.03
Musanze,Bananas,2018,Season A,485.9,18.114364640883977,0.5666,11958.63
Musanze,Bananas,2018,Season B,394.5,17.210869565217394,0.5221,9752.43
Musanze,Bananas,2019,Season A,617.9,17.992265193370166,0.5763,12615.33
Musanze,Bananas,2019,Season B,381.4,17.808152173913044,0.5278,9307.37
Musanze,Bananas,2020,Season A,668.1,18.04532967032967,0.5455,12417.97
Musanze,Bananas,2020,Season B,457.7,17.93586956521739,0.5309,9562.95
Musanze,Bananas,2021,Season A,564.8,18.20386740331492,0.552,11916.82
Musanze,Bananas,2021,Season B,419.4,17.364945652173912,0.5072,9586.18
Musanze,Beans,2015,Season B,648.3,19.48940217391305,0.5375,1139.16
Musanze,Beans,2016,Season B,653.2,19.999728260869563,0.5356,1097.37
Musanze,Beans,2017,Season B,313.4,17.882336956521737,0.4794,974.22
Musanze,Beans,2018,Season B,394.5,17.210869565217394,0.5221,1114.92
Musanze,Beans,2019,Season B,381.4,17.808152173913044,0.5278,1073.97
Musanze,Beans,2020,Season B,457.7,17.93586956521739,0.5309,1126.41
Musanze,Beans,2021,Season B,419.4,17.364945652173912,0.5072,1135.54
Musanze,Bush bean,2015,Season A,1208.4,19.393370165745857,0.603,522.89
Musanze,Bush bean,2015,Season B,648.3,19.48940217391305,0.5375,927.39
Musanze,Bush bean,2016,Season A,991.1,19.896703296703297,0.5947,466.37
Musanze,Bush bean,2016,Season B,653.2,19.999728260869563,0.5356,887.98
Musanze,Bush bean,2017,Season A,366.2,18.5975138121547,0.5732,391.63
Musanze,Bush bean,2017,Season B,313.4,17.882336956521737,0.4794,813.81
Musanze,Bush bean,2018,Season A,485.9,18.114364640883977,0.5666,421.19
Musanze,Bush bean,2018,Season B,394.5,17.210869565217394,0.5221,923.33
Musanze,Bush bean,2019,Season A,617.9,17.992265193370166,0.5763,452.82
Musanze,Bush bean,2019,Season B,381.4,17.808152173913044,0.5278,873.52
Musanze,Bush bean,2020,Season A,668.1,18.04532967032967,0.5455,442.82
Musanze,Bush bean,2020,Season B,457.7,17.93586956521739,0.5309,910.28
Musanze,Bush bean,2021,Season A,564.8,18.20386740331492,0.552,415.93
Musanze,Bush bean,2021,Season B,419.4,17.364945652173912,0.5072,905.54
Musanze,Cassava,2015,Season A,1208.4,19.393370165745857,0.603,7095.27
Musanze,Cassava,2016,Season A,991.1,19.896703296703297,0.5947,6335.18
Musanze,Cassava,2017,Season A,366.2,18.5975138121547,0.5732,5326.79
Musanze,Cassava,2018,Season A,485.9,18.114364640883977,0.5666,5853.85
Musanze,Cassava,2019,Season A,617.9,17.992265193370166,0.5763,6032.47
Musanze,Cassava,2020,Season A,668.1,18.04532967032967,0.5455,6085.58
Musanze,Cassava,2021,Season A,564.8,18.20386740331492,0.552,5874.4
Musanze,Climbing bean,2015,Season A,1208.4,19.393370165745857,0.603,1203.18
Musanze,Climbing bean,2015,Season B,648.3,19.48940217391305,0.5375,1136.32
Musanze,Climbing bean,2016,Season A,991.1,19.896703296703297,0.5947,1125.55
Musanze,Climbing bean,2016,Season B,653.2,19.999728260869563,0.5356,1105.18
Musanze,Climbing bean,2017,Season A,366.2,18.5975138121547,0.5732,950.15
Musanze,Climbing bean,2017,Season B,313.4,17.882336956521737,0.4794,1005.51
Musanze,Climbing bean,2018,Season A,485.9,18.114364640883977,0.5666,1011.51
Musanze,Climbing bean,2018,Season B,394.5,17.210869565217394,0.5221,1158.02
Musanze,Climbing bean,2019,Season A,617.9,17.992265193370166,0.5763,1043.38
Musanze,Climbing bean,2019,Season B,381.4,17.808152173913044,0.5278,1098.96
Musanze,Climbing bean,2020,Season A,668.1,18.04532967032967,0.5455,1057.29
Musanze,Climbing bean,2020,Season B,457.7,17.93586956521739,0.5309,1129.49
Musanze,Climbing bean,2021,Season A,564.8,18.20386740331492,0.552,1005.21
Musanze,Climbing bean,2021,Season B,419.4,17.364945652173912,0.5072,1145.97
Musanze,Cooking Banana,2015,Season A,1208.4,19.393370165745857,0.603,16791.27
Musanze,Cooking Banana,2015,Season B,648.3,19.48940217391305,0.5375,14302.65
Musanze,Cooking Banana,2016,Season A,991.1,19.896703296703297,0.5947,15252.97
Musanze,Cooking Banana,2016,Season B,653.2,19.999728260869563,0.5356,13894.58
Musanze,Cooking Banana,2017,Season A,366.2,18.5975138121547,0.5732,12408.73
Musanze,Cooking Banana,2017,Season B,313.4,17.882336956521737,0.4794,12609.25
Musanze,Cooking Banana,2018,Season A,485.9,18.114364640883977,0.5666,13433.69
Musanze,Cooking Banana,2018,Season B,394.5,17.210869565217394,0.5221,14289.76
Musanze,Cooking Banana,2019,Season A,617.9,17.992265193370166,0.5763,14354.69
Musanze,Cooking Banana,2019,Season B,381.4,17.808152173913044,0.5278,13694.48
Musanze,Cooking Banana,2020,Season A,668.1,18.04532967032967,0.5455,14323.18
Musanze,Cooking Banana,2020,Season B,457.7,17.93586956521739,0.5309,14135.27
Musanze,Cooking Banana,2021,Season A,564.8,18.20386740331492,0.552,13682.45
Musanze,Cooking Banana,2021,Season B,419.4,17.364945652173912,0.5072,14415.47
Musanze,Dessert banana,2015,Season A,1208.4,19.393370165745857,0.603,10168.49
Musanze,Dessert banana,2015,Season B,648.3,19.48940217391305,0.5375,7416.61
Musanze,Dessert banana,2016,Season A,991.1,19.896703296703297,0.5947,9306.74
Musanze,Dessert banana,2016,Season B,653.2,19.999728260869563,0.5356,7203.37
Musanze,Dessert banana,2017,Season A,366.2,18.5975138121547,0.5732,7769.85
Musanze,Dessert banana,2017,Season B,313.4,17.882336956521737,0.4794,6276.2
Musanze,Dessert banana,2018,Season A,485.9,18.114364640883977,0.5666,8290.97
Musanze,Dessert banana,2018,Season B,394.5,17.210869565217394,0.5221,7218.62
Musanze,Dessert banana,2019,Season A,617.9,17.992265193370166,0.5763,8611.11
Musanze,Dessert banana,2019,Season B,381.4,17.808152173913044,0.5278,7112.73
Musanze,Dessert banana,2020,Season A,668.1,18.04532967032967,0.5455,8633.18
Musanze,Dessert banana,2020,Season B,457.7,17.93586956521739,0.5309,7222.29
Musanze,Dessert banana,2021,Season A,564.8,18.20386740331492,0.552,8324.11
Musanze,Dessert banana,2021,Season B,419.4,17.364945652173912,0.5072,7195.89
Musanze,Irish potatoes,2015,Season A,1208.4,19.393370165745857,0.603,15956.6
Musanze,Irish potatoes,2015,Season B,648.3,19.48940217391305,0.5375,10811.29
Musanze,Irish potatoes,2016,Season A,991.1,19.896703296703297,0.5947,14536.97
Musanze,Irish potatoes,2016,Season B,653.2,19.999728260869563,0.5356,10803.44
Musanze,Irish potatoes,2017,Season A,366.2,18.5975138121547,0.5732,12140.91
Musanze,Irish potatoes,2017,Season B,313.4,17.882336956521737,0.4794,9606.74
Musanze,Irish potatoes,2018,Season A,485.9,18.114364640883977,0.5666,12896.47
Musanze,Irish potatoes,2018,Season B,394.5,17.210869565217394,0.5221,10873.74
Musanze,Irish potatoes,2019,Season A,617.9,17.992265193370166,0.5763,13819.79
Musanze,Irish potatoes,2019,Season B,381.4,17.808152173913044,0.5278,10646.53
Musanze,Irish potatoes,2020,Season A,668.1,18.04532967032967,0.5455,13484.37
Musanze,Irish potatoes,2020,Season B,457.7,17.93586956521739,0.5309,10845.12
Musanze,Irish potatoes,2021,Season A,564.8,18.20386740331492,0.552,13462.92
Musanze,Irish potatoes,2021,Season B,419.4,17.364945652173912,0.5072,10879.16
Musanze,Maize,2015,Season A,1208.4,19.393370165745857,0.603,1980.91
Musanze,Maize,2015,Season B,648.3,19.48940217391305,0.5375,1625.31
Musanze,Maize,2016,Season A,991.1,19.896703296703297,0.5947,1812.63
Musanze,Maize,2016,Season B,653.2,19.999728260869563,0.5356,1613.36
Musanze,Maize,2017,Season A,366.2,18.5975138121547,0.5732,1547.94
Musanze,Maize,2017,Season B,313.4,17.882336956521737,0.4794,1415.52
Musanze,Maize,2018,Season A,485.9,18.114364640883977,0.5666,1609.64
Musanze,Maize,2018,Season B,394.5,17.210869565217394,0.5221,1635.43
Musanze,Maize,2019,Season A,617.9,17.992265193370166,0.5763,1724.12
Musanze,Maize,2019,Season B,381.4,17.808152173913044,0.5278,1592.16
Musanze,Maize,2020,Season A,668.1,18.04532967032967,0.5455,1710.6
Musanze,Maize,2020,Season B,457.7,17.93586956521739,0.5309,1641.51
Musanze,Maize,2021,Season A,564.8,18.20386740331492,0.552,1657.36
Musanze,Maize,2021,Season B,419.4,17.364945652173912,0.5072,1587.63
Musanze,Peas,2015,Season A,1208.4,19.393370165745857,0.603,821.17
Musanze,Peas,2015,Season B,648.3,19.48940217391305,0.5375,1239.55
Musanze,Peas,2016,Season A,991.1,19.896703296703297,0.5947,754.14
Musanze,Peas,2016,Season B,653.2,19.999728260869563,0.5356,1197.54
Musanze,Peas,2017,Season A,366.2,18.5975138121547,0.5732,627.93
Musanze,Peas,2017,Season B,313.4,17.882336956521737,0.4794,1069.29
Musanze,Peas,2018,Season A,485.9,18.114364640883977,0.5666,667.31
Musanze,Peas,2018,Season B,394.5,17.210869565217394,0.5221,1240.22
Musanze,Peas,2019,Season A,617.9,17.992265193370166,0.5763,712.12
Musanze,Peas,2019,Season B,381.4,17.808152173913044,0.5278,1201.55
Musanze,Peas,2020,Season A,668.1,18.04532967032967,0.5455,694.39
Musanze,Peas,2020,Season B,457.7,17.93586956521739,0.5309,1253.84
Musanze,Peas,2021,Season A,564.8,18.20386740331492,0.552,671.27
Musanze,Peas,2021,Season B,419.4,17.364945652173912,0.5072,1236.86
Musanze,Sorghum,2015,Season A,1208.4,19.393370165745857,0.603,1916.02
Musanze,Sorghum,2015,Season B,648.3,19.48940217391305,0.5375,1237.57
Musanze,Sorghum,2016,Season A,991.1,19.896703296703297,0.5947,1698.43
Musanze,Sorghum,2016,Season B,653.2,19.999728260869563,0.5356,1189.01
Musanze,Sorghum,2017,Season A,366.2,18.5975138121547,0.5732,1458.3
Musanze,Sorghum,2017,Season B,313.4,17.882336956521737,0.4794,1063.07
Musanze,Sorghum,2018,Season A,485.9,18.114364640883977,0.5666,1563.81
Musanze,Sorghum,2018,Season B,394.5,17.210869565217394,0.5221,1233.01
Musanze,Sorghum,2019,Season A,617.9,17.992265193370166,0.5763,1658.95
Musanze,Sorghum,2019,Season B,381.4,17.808152173913044,0.5278,1186.46
Musanze,Sorghum,2020,Season A,668.1,18.04532967032967,0.5455,1622.53
Musanze,Sorghum,2020,Season B,457.7,17.93586956521739,0.5309,1212.31
Musanze,Sorghum,2021,Season A,564.8,18.20386740331492,0.552,1543.24
Musanze,Sorghum,2021,Season B,419.4,17.364945652173912,0.5072,1200.11
Musanze,Soya beans,2015,Season A,1208.4,19.393370165745857,0.603,890.99
Musanze,Soya beans,2015,Season B,648.3,19.48940217391305,0.5375,620.3
Musanze,Soya beans,2016,Season A,991.1,19.896703296703297,0.5947,786.66
Musanze,Soya beans,2016,Season B,653.2,19.999728260869563,0.5356,618.47
Musanze,Soya beans,2017,Season A,366.2,18.5975138121547,0.5732,662.28
Musanze,Soya beans,2017,Season B,313.4,17.882336956521737,0.4794,531.25
Musanze,Soya beans,2018,Season A,485.9,18.114364640883977,0.5666,716.33
Musanze,Soya beans,2018,Season B,394.5,17.210869565217394,0.5221,614.31
Musanze,Soya beans,2019,Season A,617.9,17.992265193370166,0.5763,776.43
Musanze,Soya beans,2019,Season B,381.4,17.808152173913044,0.5278,595.75
Musanze,Soya beans,2020,Season A,668.1,18.04532967032967,0.5455,757.11
Musanze,Soya beans,2020,Season B,457.7,17.93586956521739,0.5309,611.04
Musanze,Soya beans,2021,Season A,564.8,18.20386740331492,0.552,720.82
Musanze,Soya beans,2021,Season B,419.4,17.364945652173912,0.5072,603.69
Musanze,Sweet potatoes,2015,Season A,1208.4,19.393370165745857,0.603,9075.03
Musanze,Sweet potatoes,2015,Season B,648.3,19.48940217391305,0.5375,10605.43
Musanze,Sweet potatoes,2016,Season A,991.1,19.896703296703297,0.5947,8173.62
Musanze,Sweet potatoes,2016,Season B,653.2,19.999728260869563,0.5356,10053.83
Musanze,Sweet potatoes,2017,Season A,366.2,18.5975138121547,0.5732,6794.2
Musanze,Sweet potatoes,2017,Season B,313.4,17.882336956521737,0.4794,8883.13
Musanze,Sweet potatoes,2018,Season A,485.9,18.114364640883977,0.5666,7188.95
Musanze,Sweet potatoes,2018,Season B,394.5,17.210869565217394,0.5221,10196.69
Musanze,Sweet potatoes,2019,Season A,617.9,17.992265193370166,0.5763,7816.57
Musanze,Sweet potatoes,2019,Season B,381.4,17.808152173913044,0.5278,9979.96
Musanze,Sweet potatoes,2020,Season A,668.1,18.04532967032967,0.5455,7672.23
Musanze,Sweet potatoes,2020,Season B,457.7,17.93586956521739,0.5309,10166.86
Musanze,Sweet potatoes,2021,Season A,564.8,18.20386740331492,0.552,7418.71
Musanze,Sweet potatoes,2021,Season B,419.4,17.364945652173912,0.5072,10374.09
Musanze,Wheat,2015,Season A,1208.4,19.393370165745857,0.603,1452.83
Musanze,Wheat,2015,Season B,648.3,19.48940217391305,0.5375,1170.35
Musanze,Wheat,2016,Season A,991.1,19.896703296703297,0.5947,1321.19
Musanze,Wheat,2016,Season B,653.2,19.999728260869563,0.5356,1146.89
Musanze,Wheat,2017,Season A,366.2,18.5975138121547,0.5732,1097.45
Musanze,Wheat,2017,Season B,313.4,17.882336956521737,0.4794,1015.21
Musanze,Wheat,2018,Season A,485.9,18.114364640883977,0.5666,1175.6
Musanze,Wheat,2018,Season B,394.5,17.210869565217394,0.5221,1153.85
Musanze,Wheat,2019,Season A,617.9,17.992265193370166,0.5763,1269.72
Musanze,Wheat,2019,Season B,381.4,17.808152173913044,0.5278,1149.3
Musanze,Wheat,2020,Season A,668.1,18.04532967032967,0.5455,1210.92
Musanze,Wheat,2020,Season B,457.7,17.93586956521739,0.5309,1184.7
Musanze,Wheat,2021,Season A,564.8,18.20386740331492,0.552,1174.54
Musanze,Wheat,2021,Season B,419.4,17.364945652173912,0.5072,1162.82
Musanze,Yams & Taro,2015,Season A,1208.4,19.393370165745857,0.603,3518.48
Musanze,Yams & Taro,2015,Season B,648.3,19.48940217391305,0.5375,10118.81
Musanze,Yams & Taro,2016,Season A,991.1,19.896703296703297,0.5947,3282.39
Musanze,Yams & Taro,2016,Season B,653.2,19.999728260869563,0.5356,10054.89
Musanze,Yams & Taro,2017,Season A,366.2,18.5975138121547,0.5732,2720.49
Musanze,Yams & Taro,2017,Season B,313.4,17.882336956521737,0.4794,8966.41
Musanze,Yams & Taro,2018,Season A,485.9,18.114364640883977,0.5666,2934.27
Musanze,Yams & Taro,2018,Season B,394.5,17.210869565217394,0.5221,10197.01
Musanze,Yams & Taro,2019,Season A,617.9,17.992265193370166,0.5763,3082.75
Musanze,Yams & Taro,2019,Season B,381.4,17.808152173913044,0.5278,9897.53
Musanze,Yams & Taro,2020,Season A,668.1,18.04532967032967,0.5455,3022.09
Musanze,Yams & Taro,2020,Season B,457.7,17.93586956521739,0.5309,10288.08
Musanze,Yams & Taro,2021,Season A,564.8,18.20386740331492,0.552,2971.6
Musanze,Yams & Taro,2021,Season B,419.4,17.364945652173912,0.5072,9943.64
Ngoma,Banana for beer,2015,Season A,640.9,21.68895027624309,0.5939,11628.35
Ngoma,Banana for beer,2015,Season B,364.5,21.94728260869565,0.5756,10403.11
Ngoma,Banana for beer,2016,Season A,515.9,22.073076923076925,0.5622,10773.54
Ngoma,Banana for beer,2016,Season B,270.5,22.266576086956523,0.5273,9251.14
Ngoma,Banana for beer,2017,Season A,397.4,21.991988950276244,0.5144,9479.37
Ngoma,Banana for beer,2017,Season B,310.6,21.797826086956523,0.5388,9889.52
Ngoma,Banana for beer,2018,Season A,442.4,21.461878453038672,0.5401,10563.19
Ngoma,Banana for beer,2018,Season B,510.7,20.699728260869566,0.566,11950.75
Ngoma,Banana for beer,2019,Season A,671.1,21.412983425414364,0.5725,11822.72
Ngoma,Banana for beer,2019,Season B,363.5,21.496739130434783,0.5744,10816.92
Ngoma,Banana for beer,2020,Season A,633.8,21.49862637362637,0.5403,11219.94
Ngoma,Banana for beer,2020,Season B,411.2,21.538315217391304,0.5516,10895.27
Ngoma,Banana for beer,2021,Season A,487.3,21.65193370165746,0.5626,10773.19
Ngoma,Banana for beer,2021,Season B,394.5,20.96603260869565,0.5563,10909.1
Ngoma,Bananas,2015,Season A,640.9,21.68895027624309,0.5939,13703.88
Ngoma,Bananas,2015,Season B,364.5,21.94728260869565,0.5756,14486.19
Ngoma,Bananas,2016,Season A,515.9,22.073076923076925,0.5622,12548.95
Ngoma,Bananas,2016,Season B,270.5,22.266576086956523,0.5273,12325.85
Ngoma,Bananas,2017,Season A,397.4,21.991988950276244,0.5144,11064.72
Ngoma,Bananas,2017,Season B,310.6,21.797826086956523,0.5388,13154.08
Ngoma,Bananas,2018,Season A,442.4,21.461878453038672,0.5401,12290.71
Ngoma,Bananas,2018,Season B,510.7,20.699728260869566,0.566,15873.98
Ngoma,Bananas,2019,Season A,671.1,21.412983425414364,0.5725,13897.53
Ngoma,Bananas,2019,Season B,363.5,21.496739130434783,0.5744,14498.03
Ngoma,Bananas,2020,Season A,633.8,21.49862637362637,0.5403,13298.83
Ngoma,Bananas,2020,Season B,411.2,21.538315217391304,0.5516,14204.91
Ngoma,Bananas,2021,Season A,487.3,21.65193370165746,0.5626,12685.69
Ngoma,Bananas,2021,Season B,394.5,20.96603260869565,0.5563,14847.52
Ngoma,Beans,2015,Season B,364.5,21.94728260869565,0.5756,773.91
Ngoma,Beans,2016,Season B,270.5,22.266576086956523,0.5273,708.57
Ngoma,Beans,2017,Season B,310.6,21.797826086956523,0.5388,749.17
Ngoma,Beans,2018,Season B,510.7,20.699728260869566,0.566,880.73
Ngoma,Beans,2019,Season B,363.5,21.496739130434783,0.5744,809.43
Ngoma,Beans,2020,Season B,411.2,21.538315217391304,0.5516,815.82
Ngoma,Beans,2021,Season B,394.5,20.96603260869565,0.5563,807.09
Ngoma,Bush bean,2015,Season A,640.9,21.68895027624309,0.5939,639.28
Ngoma,Bush bean,2015,Season B,364.5,21.94728260869565,0.5756,758.57
Ngoma,Bush bean,2016,Season A,515.9,22.073076923076925,0.5622,595.26
Ngoma,Bush bean,2016,Season B,270.5,22.266576086956523,0.5273,670.27
Ngoma,Bush bean,2017,Season A,397.4,21.991988950276244,0.5144,532.07
Ngoma,Bush bean,2017,Season B,310.6,21.797826086956523,0.5388,731.08
Ngoma,Bush bean,2018,Season A,442.4,21.461878453038672,0.5401,575.94
Ngoma,Bush bean,2018,Season B,510.7,20.699728260869566,0.566,882.29
Ngoma,Bush bean,2019,Season A,671.1,21.412983425414364,0.5725,650.49
Ngoma,Bush bean,2019,Season B,363.5,21.496739130434783,0.5744,771.51
Ngoma,Bush bean,2020,Season A,633.8,21.49862637362637,0.5403,615.56
Ngoma,Bush bean,2020,Season B,411.2,21.538315217391304,0.5516,783.16
Ngoma,Bush bean,2021,Season A,487.3,21.65193370165746,0.5626,591.73
Ngoma,Bush bean,2021,Season B,394.5,20.96603260869565,0.5563,801.75
Ngoma,Cassava,2015,Season A,640.9,21.68895027624309,0.5939,12885.18
Ngoma,Cassava,2015,Season B,364.5,21.94728260869565,0.5756,16642.21
Ngoma,Cassava,2016,Season A,515.9,22.073076923076925,0.5622,11728.22
Ngoma,Cassava,2016,Season B,270.5,22.266576086956523,0.5273,14549.46
Ngoma,Cassava,2017,Season A,397.4,21.991988950276244,0.5144,10837.32
Ngoma,Cassava,2017,Season B,310.6,21.797826086956523,0.5388,15613.19
Ngoma,Cassava,2018,Season A,442.4,21.461878453038672,0.5401,11433.39
Ngoma,Cassava,2018,Season B,510.7,20.699728260869566,0.566,18479.1
Ngoma,Cassava,2019,Season A,671.1,21.412983425414364,0.5725,13114.04
Ngoma,Cassava,2019,Season B,363.5,21.496739130434783,0.5744,16557.86
Ngoma,Cassava,2020,Season A,633.8,21.49862637362637,0.5403,12385.74
Ngoma,Cassava,2020,Season B,411.2,21.538315217391304,0.5516,16548.69
